Date,Open,High,Low,Close,Adj Close,Volume
1999-07-01,0.398438,0.481771,0.356771,0.419271,0.385262,376406400
1999-08-01,0.419271,0.591146,0.406250,0.585938,0.538409,789480000
1999-09-01,0.585938,0.585938,0.348958,0.401042,0.368511,699264000
1999-10-01,0.394531,0.520833,0.377604,0.460938,0.423549,795350400
1999-11-01,0.453125,0.924479,0.453125,0.721354,0.662841,1391793600
1999-12-01,0.721354,0.988281,0.721354,0.977865,0.898545,491755200
2000-01-01,0.984375,1.005208,0.729167,0.772135,0.709503,494145600
2000-02-01,0.773438,1.421875,0.744792,1.333333,1.225180,916084800
2000-03-01,1.333333,3.125000,1.197917,1.760091,1.617321,1755216000
2000-04-01,1.744141,2.299479,1.187500,1.856771,1.706159,648172800
2000-05-01,1.927083,2.457031,1.572917,2.377604,2.184745,869558400
2000-06-01,2.447917,3.666667,2.382813,2.648438,2.433610,1327130400
2000-07-01,2.666667,3.221354,2.083333,2.500000,2.297213,728035200
2000-08-01,2.500000,3.437500,2.250000,3.307292,3.039021,607924800
2000-09-01,3.375000,3.557292,2.604167,3.411458,3.134737,586857600
2000-10-01,3.458333,3.593750,2.190104,2.589193,2.379170,884157600
2000-11-01,2.526042,3.333333,1.515625,1.687500,1.550618,867547200
2000-12-01,1.791667,2.114583,1.145833,1.365234,1.254493,1445320800
2001-01-01,1.375000,2.375000,1.177083,2.151042,1.976560,1072864800
2001-02-01,2.151042,2.541667,1.708333,1.861979,1.710944,1164482400
2001-03-01,1.838542,2.986979,1.666667,2.705078,2.485656,2894047200
2001-04-01,2.697917,3.749583,2.242188,3.470833,3.189296,3110292000
2001-05-01,3.483333,4.166667,3.147917,3.567083,3.277739,2804160000
2001-06-01,3.591667,4.150000,3.456250,3.864583,3.551107,2015676000
2001-07-01,3.711667,3.779167,2.802500,3.370833,3.097407,2160451200
2001-08-01,3.437083,3.780000,3.343750,3.529583,3.243280,2986346400
2001-09-01,3.520000,3.520000,2.125833,2.289167,2.103481,2116918800
2001-10-01,2.287500,4.203333,1.888333,3.571667,3.281951,2637720000
2001-11-01,3.617500,4.665833,3.562500,4.553333,4.183989,2873460000
2001-12-01,4.457500,5.854167,4.404167,5.575000,5.122784,1764864000
2002-01-01,5.599167,6.055000,4.980000,5.478333,5.033958,2358918000
2002-02-01,5.469167,5.527500,4.104167,4.250833,3.906026,3099526800
2002-03-01,4.291667,5.040833,3.489167,3.696667,3.396812,2726972400
2002-04-01,3.491667,3.724167,2.530833,2.900833,2.665532,3209862000
2002-05-01,2.853333,3.387500,2.559167,2.788333,2.562158,2780068800
2002-06-01,2.720833,2.803333,1.369167,1.431667,1.315537,2883909600
2002-07-01,1.425000,1.945833,0.911667,0.922500,0.847671,3248022000
2002-08-01,0.930000,1.120833,0.707500,0.841667,0.773395,2404141200
2002-09-01,0.801667,0.991667,0.695833,0.713333,0.655471,1782774000
2002-10-01,0.719167,0.998333,0.600000,0.991667,0.911228,1836457200
2002-11-01,0.976667,1.481667,0.851667,1.427500,1.311708,3418719600
2002-12-01,1.503333,1.522500,0.932500,0.959167,0.881364,2190667200
2003-01-01,1.000000,1.156667,0.796667,0.860000,0.790241,2352913200
2003-02-01,0.875833,1.124167,0.777500,1.051667,0.966361,2124375600
2003-03-01,1.064167,1.235833,1.000000,1.073333,0.986270,1800315600
2003-04-01,1.095833,1.225000,1.071667,1.194167,1.097302,1257813600
2003-05-01,1.185833,2.219167,1.179167,2.180833,2.003934,3728180400
2003-06-01,2.237500,2.312500,1.838333,1.909167,1.754305,2319618000
2003-07-01,1.885000,2.145833,1.530000,1.590833,1.461793,1990429200
2003-08-01,1.591667,1.789167,1.271667,1.514167,1.391345,2174373600
2003-09-01,1.540833,1.789167,1.308333,1.330833,1.222882,2358895200
2003-10-01,1.333333,1.563333,1.329167,1.473333,1.353823,1378844400
2003-11-01,1.465833,1.843333,1.450833,1.769167,1.625661,1776092400
2003-12-01,1.789167,2.016667,1.625000,1.933333,1.776510,1234768800
2004-01-01,1.964167,2.156667,1.762500,1.854167,1.703767,1240158000
2004-02-01,1.869167,2.027500,1.824167,1.854167,1.703767,1186280400
2004-03-01,1.849167,2.223333,1.719167,2.200000,2.021547,1319224800
2004-04-01,2.202500,2.279167,1.703333,1.710000,1.571293,1236259200
2004-05-01,1.728333,1.965000,1.658333,1.954167,1.795655,1029033600
2004-06-01,1.920833,2.009167,1.606667,1.705833,1.567464,952489200
2004-07-01,1.725000,1.727500,1.153333,1.285000,1.180767,1174399200
2004-08-01,1.285833,1.308333,0.775000,1.038333,0.954109,2261047200
2004-09-01,1.025000,1.265000,1.011667,1.210000,1.111851,1562410800
2004-10-01,1.215833,1.324167,1.090000,1.205833,1.108022,1635163200
2004-11-01,1.222500,1.710833,1.206667,1.594167,1.464856,1838060400
2004-12-01,1.608333,2.080000,1.596667,1.963333,1.804077,1765293600
2005-01-01,2.031667,2.060000,1.705000,1.910000,1.755070,1371876000
2005-02-01,1.908333,2.440833,1.896667,2.415833,2.219873,1726392000
2005-03-01,2.426667,2.466667,1.955833,1.980000,1.819392,1512859200
2005-04-01,2.004167,2.032500,1.743333,1.827500,1.679262,978855600
2005-05-01,1.849167,2.325833,1.793333,2.258333,2.075148,1419969600
2005-06-01,2.243333,2.449167,2.147500,2.226667,2.046051,1620626400
2005-07-01,2.219167,2.441667,2.118333,2.255000,2.072085,1362290400
2005-08-01,2.268333,2.588333,2.253333,2.556667,2.349283,1433354400
2005-09-01,2.549167,2.882500,2.486667,2.856667,2.624949,1109913600
2005-10-01,2.890000,2.995833,2.542500,2.795833,2.569049,938196000
2005-11-01,2.795833,3.208333,2.736667,3.012500,2.768141,1311003600
2005-12-01,3.037500,3.186667,2.951667,3.046667,2.799536,766340400
2006-01-01,3.064167,3.896667,3.054167,3.746667,3.442756,951928800
2006-02-01,3.679167,4.226667,3.572500,3.927500,3.608921,1187125200
2006-03-01,3.941667,4.852500,3.855000,4.771667,4.384614,1577738400
2006-04-01,4.796667,5.140000,4.621667,4.870000,4.474969,1335183600
2006-05-01,4.903333,5.313333,3.806667,3.830000,3.519329,1438117800
2006-06-01,3.873333,4.115000,3.186667,3.548333,3.260509,1227495600
2006-07-01,3.630000,3.785000,2.861667,3.690000,3.390685,1210474200
2006-08-01,3.645000,4.920000,3.475000,4.851667,4.458122,1624760400
2006-09-01,4.780000,5.208333,4.390000,4.931667,4.531634,1149730200
2006-10-01,4.908333,5.811667,4.611667,5.811667,5.340252,1356877200
2006-11-01,5.735000,6.215000,5.253333,6.165000,5.664924,1345547400
2006-12-01,6.096667,6.493333,5.816667,6.168333,5.667990,1000876800
2007-01-01,6.178333,6.253333,4.985000,5.108333,4.693971,1706740200
2007-02-01,5.060000,5.818333,5.050000,5.166667,4.747572,1347091200
2007-03-01,5.055000,5.266667,4.673333,4.796667,4.407585,1472325000
2007-04-01,4.785000,5.656667,4.713333,5.481667,5.037022,1352017200
2007-05-01,5.581667,6.000000,5.366667,5.773333,5.305028,1262094600
2007-06-01,5.838333,7.311667,5.736667,6.885000,6.326523,1446049800
2007-07-01,6.983333,7.988333,6.961667,7.626667,7.008030,1042187400
2007-08-01,7.516667,8.558333,6.750000,8.526667,7.835023,1569022200
2007-09-01,8.565000,9.300000,7.957500,9.060000,8.325097,977984600
2007-10-01,9.137500,9.917500,8.140000,8.845000,8.127538,1066896400
2007-11-01,8.707500,9.550000,7.277500,7.885000,7.245406,1205666800
